pmid	year	title	journal	affiliation	country
27082053	2016	Identification of microRNA-mRNA interactions in atrial fibrillation using microarray expression profiles and bioinformatics analysis.	Molecular medicine reports	Department of Cardiology, Shandong Jiaotong Hospital, Jinan, Shandong 250031, P.R. China.	Greece
27079097	2016	[Protein Interaction Network Construction and Biological Pathway Analysis Related to Atherosclerosis].	Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi	NA	China
27059647	2016	CyTRANSFINDER: a Cytoscape 3.3 plugin for three-component (TF, gene, miRNA) signal transduction pathway construction.	BMC bioinformatics	Department of Control and Computer Engineering, Politecnico di Torino, Corso Duca degli Abruzzi 24, Torino, 10129, Italy.	England
27056547	2016	Oral squamous cell carcinoma: microRNA expression profiling and integrative analyses for elucidation of tumourigenesis mechanism.	Molecular cancer	Department of Genetics, Dr. ALM PG Institute of Basic Medical Sciences, University of Madras, Taramani campus, Chennai, 600113, Tamil Nadu, India.	England
27052252	2016	Bioinformatic exploration of MTA1-regulated gene networks in colon cancer.	Frontiers of medicine	Cancer Hospital, Peking Union Medical College and Chinese Academy of Medical Sciences, State Key Laboratory of Molecular Oncology, Beijing, 100021, China.	China
27045593	2016	GUIdock: Using Docker Containers with a Common Graphics User Interface to Address the Reproducibility of Research.	PloS one	Institute of Technology, University of Washington, Tacoma, WA 98402, United States of America.	United States
27010134	2016	Identification potential biomarkers and therapeutic agents in multiple myeloma based on bioinformatics analysis.	European review for medical and pharmacological sciences	Hematology Department, Zhejiang Provincial People's Hospital, Hangzhou City, China. jianpinglanlll@hotmail.com.	Italy
27001301	2016	Abscisic acid transcriptomic signaling varies with grapevine organ.	BMC plant biology	Department of Biochemistry and Molecular Biology, University of Nevada, Reno, NV, 89557, USA.	United States
27001127	2016	The proteome profile of embryogenic cell suspensions of Coffea arabica L.	Proteomics	Biosystems Department, KULeuven, Leuven, Belgium.	Germany
26998004	2016	Expression profile analysis based on DNA microarray for patients undergoing off-pump coronary artery bypass surgery.	Experimental and therapeutic medicine	Department of Cardiac Surgery, The First Hospital of Jilin University, Changchun, Jilin 130021, P.R. China.	Greece
26988373	2016	Exploratory Analysis of Biological Networks through Visualization, Clustering, and Functional Annotation in Cytoscape.	Cold Spring Harbor protocols	Lewis-Sigler Institute for Integrative Genomics, Princeton University, Princeton, New Jersey 08544.	United States
26985959	2016	E2F, HSF2, and miR-26 in thyroid carcinoma: bioinformatic analysis of RNA-sequencing data.	Genetics and molecular research : GMR	Department of Endocrinology, Changhai Hospital, Shanghai, China.	Brazil
26968890	2016	Study of pathway cross-talk interactions with NF-κB leading to its activation via ubiquitination or phosphorylation: A brief review.	Gene	Bioinformatics Division, School of Bio Sciences and Technology, VIT University, Vellore 632014, Tamil Nadu, India.	Netherlands
26968041	2016	Identifying candidate genes involved in osteoarthritis through bioinformatics analysis.	Clinical and experimental rheumatology	Department of Microsurgery, The First Affiliated Hospital of the Henan University of Science and Technology, Luoyang, Henan Province, China. zhangxinying01@163.com.	Italy
26960328	2016	IL-22 Impedes the Proliferation of Schwann cells: Transcriptome Sequencing and Bioinformatics Analysis.	Molecular neurobiology	Department of Orthopaedics, Changzheng Hospital, Second Military Medical University, Shanghai, 200433, China.	United States
26957268	2016	Identification of key genes involved in HER2-positive breast cancer.	European review for medical and pharmacological sciences	Department of Pathology, Second People's Hospital of Guangdong Province/Guangdong Provincial Emergency Hospital, Guangzhou, P.R. China. kejingwangkjw@163.com.	Italy
26951766	2016	Quantitative proteomics study of the neuroprotective effects of B12 on hydrogen peroxide-induced apoptosis in SH-SY5Y cells.	Scientific reports	Medical and Health Analytical Center, Peking University Health Science Center, Beijing 100191, China.	England
26937461	2016	Comprehensive data analysis of human ureter proteome.	Data in brief	Biofluid Biomarker Center (BB-C), Institute for Research Collaboration and Promotion, Niigata University, Niigata, Japan; Department of Physiology, Faculty of Veterinary Medicine, Suez Canal University, Ismailia 41522, Egypt; Department of Chemical Physiology, The Scripps Research Institute, 10550 North Torrey Pines Road, SR11, La Jolla, CA 92037, United States.	Netherlands
26925814	2016	Prediction of human protein-protein interaction by a domain-based approach.	Journal of theoretical biology	Institute of Applied Mechanics and Biomedical Engineering, College of Mechanics, Taiyuan University of Technology, Taiyuan 030024, China.	England
26914116	2016	Expression profile analysis of new candidate genes for the therapy of primary osteoporosis.	European review for medical and pharmacological sciences	Department of Orthopedics, The Central Hospital Affiliated to Shenyang Medical College, City Shenyang, Province Liaoning, China. weizhaowwz@163.com.	Italy
26909922	2016	Construction of polycythemia vera protein interaction network and prediction of related biological functions.	Genetics and molecular research : GMR	Cancer Center, Weifang Traditional Chinese Medicine Hospital, Kuiwen District, Weifang, Shandong Province, China.	Brazil
26907161	2016	Structures of Trypanosome Vacuolar Soluble Pyrophosphatases: Antiparasitic Drug Targets.	ACS chemical biology	College of Biotechnology, Tianjin University of Science and Technology , Tianjin 300457, China.	United States
26881536	2016	Construction and analysis of the regulatory network disturbed by the silenced Sp1 transcription factor in HeLa cells.	Journal of cancer research and therapeutics	Department of Gynaecology, First Hospital of Shanxi Medical University, Yingze, Taiyuan, Shanxi Province, China.	India
26870752	2016	Proteomic data on the nuclear interactome of human MCM9.	Data in brief	Laboratory of DNA Replication and Genome Dynamics, Institute of Human Genetics, CNRS, 141 rue de la Cardonille, 34396 Montpellier, France.	Netherlands
26870242	2016	Identification of key genes associated with gastric cancer based on DNA microarray data.	Oncology letters	Department of Surgical Oncology, Weifang People's Hospital, Weifang, Shandong 261041, P.R. China.	Greece
26870222	2016	Signal transduction by M3 muscarinic acetylcholine receptor in prostate cancer.	Oncology letters	Department of Urology, The Second Hospital of Shandong University, Jinan, Shandong 250033, P.R. China.	Greece
26870179	2016	Gene expression profiling analysis of MENX-associated rat pituitary adenomas contributes to understand molecular mechanisms of human pituitary adenomas.	Oncology letters	Department of Neurology, Shuguang Hospital Affiliated to Shanghai University of Traditional Chinese Medicine, Shanghai 201203, P.R. China.	Greece
26868022	2016	Identification of Molecular Targets for Predicting Colon Adenocarcinoma.	Medical science monitor : international medical journal of experimental and clinical research	Department of General Surgery, The People's Hospital of Yuxi City, The 6th Affiliated Hospital of Kunming Medical University, Yuxi, Yunan, China (mainland).	United States
26867676	2016	Exposure of CCRF-CEM cells to acridone derivative 8a triggers tumor death via multiple mechanisms.	Proteomics	Department of Chemistry, Tsinghua University, Beijing, P. R. China.	Germany
26858982	2016	Data in support of FSH induction of IRS-2 in human granulosa cells: Mapping the transcription factor binding sites in human IRS-2 promoter.	Data in brief	Division of Molecular Endocrinology and Reproduction, Department of Zoology, University of Delhi, Delhi 110007, India.	Netherlands
26850698	2016	Human urinary exosome proteome unveils its aerobic respiratory ability.	Journal of proteomics	Division of Nephrology, Dialysis, and Transplantation and Laboratory on Pathophysiology of Uremia, Istituto Giannina Gaslini, Genoa, Italy.	Netherlands
26846964	2016	CABeRNET: a Cytoscape app for augmented Boolean models of gene regulatory NETworks.	BMC bioinformatics	Department of Informatics, Systems and Communication, University of Milan-Bicocca, Viale Sarca 336, Milan, I-20126, Italy.	England
26845596	2016	Gene expression profiling reveals key genes and pathways related to the development of non-alcoholic fatty liver disease.	Annals of hepatology	Gastroenterology and Hepatology Department, the Forth Affiliated Hospital of Harbin Medical University, Harbin, Heilongjiang province, China.	Mexico
26840709	2016	Gene expression profiling analysis of lung adenocarcinoma.	Brazilian journal of medical and biological research = Revista brasileira de pesquisas medicas e biologicas	Department of Thoracic Surgery, Harbin Medical University Cancer Hospital, Harbin, Heilongjiang, China.	Brazil
26834985	2016	iCTNet2: integrating heterogeneous biological interactions to understand complex traits.	F1000Research	School of Computing, Queen's University, Kingston, Ontario, K7L 3N6, Canada.	United States
26834984	2016	PSFC: a Pathway Signal Flow Calculator App for Cytoscape.	F1000Research	Institute of Molecular Biology NAS RA, Yerevan, Armenia.	England
26812286	2016	Bioinformatics analyses combined microarray identify the differentially expressed microRNAs in periventricular leukomalacia.	Neuro endocrinology letters	Department of Neonatology, Nanjing Children's Hospital, Nanjing, Jiangsu, China.	Sweden
26804550	2016	Molecular mechanisms associated with breast cancer based on integrated gene expression profiling by bioinformatics analysis.	Journal of obstetrics and gynaecology : the journal of the Institute of Obstetrics and Gynaecology	a Department of Breast Surgery , The First Hospital of Jilin University , Changchun , China and.	England
26795696	2016	Gene expression profiling analysis contributes to understanding the association between non-syndromic cleft lip and palate, and cancer.	Molecular medicine reports	Department of Plastic Surgery, General Hospital of Shenyang Military Area Command, PLA, Shenyang, Liaoning 110016, P.R. China.	Greece
26793622	2016	A Systems Biology Approach to Reveal Putative Host-Derived Biomarkers of Periodontitis by Network Topology Characterization of MMP-REDOX/NO and Apoptosis Integrated Pathways.	Frontiers in cellular and infection microbiology	Programa de Pós-Graduação em Ciências Biológicas: Bioquímica, Departamento de Bioquímica, Instituto de Ciências Básicas da Saúde, Universidade Federal do Rio Grande do SulPorto Alegre, Brazil; Department of Periodontology, Institute of Dentistry, University of TurkuTurku, Finland.	Switzerland
26784652	2016	Non-canonical pathway network modelling and ubiquitination site prediction through homology modelling of NF-κB.	Gene	Bioinformatics Division, School of Bio Sciences and Technology, VIT University, Vellore 632014, Tamil Nadu, India.	Netherlands
26784240	2016	Lamina Associated Polypeptide 1 (LAP1) Interactome and Its Functional Features.	Membranes	Neuroscience and Signalling Laboratory, Department of Medical Sciences, Institute of Biomedicine-iBiMED, University of Aveiro, 3810-193 Aveiro, Portugal. jmbs@ua.pt.	Switzerland
